Site,Date(dd:mm:yyyy),Time(hh:mm:ss),Day_of_Year,Day_of_Year(Fraction),AOD_Extinction-Total[440nm],AOD_Extinction-Total[675nm],AOD_Extinction-Total[870nm],AOD_Extinction-Total[1020nm],AOD_Extinction-Fine[440nm],AOD_Extinction-Fine[675nm],AOD_Extinction-Fine[870nm],AOD_Extinction-Fine[1020nm],AOD_Extinction-Coarse[440nm],AOD_Extinction-Coarse[675nm],AOD_Extinction-Coarse[870nm],AOD_Extinction-Coarse[1020nm],Extinction_Angstrom_Exponent_440-870nm-Total,Average_Solar_Zenith_Angles_for_Flux_Calculation(Degrees),Solar_Zenith_Angle_for_Measurement_Start(Degrees),Sky_Residual(%),Sun_Residual(%),Coincident_AOD440nm,Scattering_Angle_Bin_3.2_to_<6_degrees[440nm],Scattering_Angle_Bin_6_to_<30_degrees[440nm],Scattering_Angle_Bin_30_to_<80_degrees[440nm],Scattering_Angle_Bin_80_degrees_and_over[440nm],Scattering_Angle_Bin_3.2_to_<6_degrees[675nm],Scattering_Angle_Bin_6_to_<30_degrees[675nm],Scattering_Angle_Bin_30_to_<80_degrees[675nm],Scattering_Angle_Bin_80_degrees_and_over[675nm],Scattering_Angle_Bin_3.2_to_<6_degrees[870nm],Scattering_Angle_Bin_6_to_<30_degrees[870nm],Scattering_Angle_Bin_30_to_<80_degrees[870nm],Scattering_Angle_Bin_80_degrees_and_over[870nm],Scattering_Angle_Bin_3.2_to_<6_degrees[1020nm],Scattering_Angle_Bin_6_to_<30_degrees[1020nm],Scattering_Angle_Bin_30_to_<80_degrees[1020nm],Scattering_Angle_Bin_80_degrees_and_over[1020nm],Surface_Albedo[440m],Surface_Albedo[675m],Surface_Albedo[870m],Surface_Albedo[1020m],If_Retrieval_is_L2(without_L2_0.4_AOD_440_threshold),If_AOD_is_L2,Last_Processing_Date(dd:mm:yyyy),Last_Processing_Time(hh:mm:ss),Instrument_Number,Latitude(Degrees),Longitude(Degrees),Elevation(m),Inversion_Data_Quality_Level,Retrieval_Measurement_Scan_Type
IIT_Delhi,16:12:2021,05:58:46,350,350.249144,2.037700,1.294700,0.882000,0.673000,1.958100,1.212000,0.797400,0.587300,0.079700,0.082700,0.084600,0.085700,1.212752,52.968560,53.121002,1.613047,0.017390,2.032150,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.057910,0.104750,0.215330,0.221180,1,1,30:06:2022,23:44:20,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,17:12:2021,03:01:21,351,351.125938,0.446500,0.294600,0.207200,0.162700,0.417300,0.264000,0.175100,0.129700,0.029200,0.030700,0.032100,0.033100,1.111908,74.591513,75.109268,1.931225,0.010677,0.445374,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.067600,0.129250,0.271500,0.277280,1,1,30:06:2022,23:34:35,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,17:12:2021,04:03:05,351,351.168808,0.469600,0.303900,0.212500,0.167000,0.440800,0.273700,0.181200,0.135000,0.028900,0.030200,0.031300,0.032000,1.149802,64.775006,65.208971,2.553082,0.018529,0.468201,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.061840,0.114730,0.238490,0.244360,1,1,30:06:2022,23:24:57,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,17:12:2021,05:59:14,351,351.249468,0.581400,0.366000,0.252500,0.198900,0.538500,0.321600,0.206800,0.152300,0.042900,0.044400,0.045700,0.046500,1.210642,53.007049,53.159452,3.054298,0.084490,0.579296,3,10,8,4,3,10,7,4,3,8,5,3,4,10,8,4,0.057920,0.104770,0.215390,0.221240,1,1,30:06:2022,23:30:33,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,17:12:2021,09:59:12,351,351.416111,0.528200,0.336400,0.234600,0.184100,0.480700,0.287100,0.183600,0.131800,0.047600,0.049400,0.051000,0.052200,1.178280,69.915254,69.434861,4.052451,0.015679,0.526000,4,10,7,6,4,10,7,6,4,10,6,5,4,9,6,5,0.064770,0.121560,0.252820,0.256290,1,1,30:06:2022,23:32:40,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,17:12:2021,10:11:18,351,351.424514,0.527400,0.335700,0.234000,0.183600,0.484700,0.291500,0.188400,0.137000,0.042700,0.044200,0.045600,0.046600,1.179794,71.892810,71.396708,4.190121,0.011562,0.525588,4,10,7,6,4,10,7,6,4,10,6,6,4,10,7,6,0.066040,0.124670,0.259710,0.262800,1,1,30:06:2022,23:34:48,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,18:12:2021,04:59:42,352,352.208125,1.135600,0.792500,0.580700,0.466900,1.097100,0.752600,0.539400,0.424400,0.038500,0.040000,0.041400,0.042600,0.970447,57.746538,58.066073,2.453608,0.039058,1.132866,4,10,7,5,4,10,7,5,4,10,7,5,4,10,7,5,0.059230,0.108100,0.223220,0.229120,1,1,30:06:2022,23:39:11,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,18:12:2021,05:59:40,352,352.249769,0.919500,0.604900,0.428100,0.335800,0.887900,0.572000,0.394400,0.301600,0.031600,0.032900,0.033700,0.034300,1.108328,53.039722,53.192225,2.895796,0.045595,0.917052,3,10,8,4,3,10,8,4,3,10,8,4,4,10,8,4,0.057930,0.104790,0.215430,0.221280,1,1,30:06:2022,23:19:41,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,18:12:2021,09:59:37,352,352.416400,0.663900,0.403700,0.279300,0.219200,0.605900,0.343600,0.217500,0.156200,0.057900,0.060100,0.061800,0.063000,1.261048,69.924082,69.443975,1.869224,0.010521,0.661294,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.064780,0.121570,0.252850,0.256310,1,1,30:06:2022,23:34:30,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,18:12:2021,10:37:52,352,352.442963,0.625800,0.377500,0.263300,0.209100,0.559800,0.309100,0.193200,0.137800,0.065900,0.068400,0.070200,0.071400,1.262893,76.367943,75.843134,1.796574,0.009956,0.622181,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.069530,0.133210,0.278520,0.280540,1,1,30:06:2022,23:37:52,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,19:12:2021,03:02:17,353,353.126586,0.651000,0.392200,0.266900,0.207400,0.603000,0.342300,0.215200,0.154300,0.048000,0.049900,0.051800,0.053100,1.297235,74.636359,75.153873,1.399097,0.006220,0.649150,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.067020,0.129440,0.268480,0.274620,1,1,30:06:2022,23:27:57,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,19:12:2021,03:42:09,353,353.154271,0.650600,0.390800,0.267000,0.208200,0.599300,0.337800,0.212000,0.151600,0.051300,0.053100,0.054900,0.056600,1.296671,68.096651,68.564525,1.875378,0.025215,0.649008,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.062870,0.118860,0.244850,0.251030,1,1,30:06:2022,23:36:38,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,19:12:2021,04:04:06,353,353.169514,0.636600,0.380800,0.259100,0.201100,0.591900,0.334200,0.210700,0.151700,0.044800,0.046600,0.048400,0.049500,1.308585,64.812684,65.246287,1.394776,0.011647,0.634587,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.061290,0.114830,0.235780,0.241970,1,1,30:06:2022,23:42:23,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,19:12:2021,05:00:07,353,353.208414,0.641600,0.380100,0.258200,0.200400,0.592500,0.329300,0.205900,0.146600,0.049100,0.050700,0.052400,0.053800,1.325834,57.775080,58.094685,2.043775,0.039205,0.639898,4,10,7,5,4,10,7,5,4,10,7,5,4,10,7,5,0.058690,0.108160,0.220630,0.226860,1,1,30:06:2022,23:47:47,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,19:12:2021,09:00:05,353,353.375058,0.752900,0.448200,0.306100,0.240000,0.679800,0.371200,0.225100,0.156500,0.073100,0.077000,0.081000,0.083500,1.311220,61.227763,60.848981,2.435596,0.040210,0.750479,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.060000,0.111250,0.227050,0.232070,1,1,30:06:2022,23:49:48,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,19:12:2021,10:00:08,353,353.416759,0.741600,0.440500,0.302100,0.236800,0.669500,0.364700,0.222500,0.155000,0.072100,0.075800,0.079600,0.081900,1.309181,69.943042,69.463043,1.580663,0.006020,0.738981,4,10,7,6,4,10,7,3,4,10,7,4,4,10,7,5,0.064200,0.121690,0.249960,0.253760,1,1,30:06:2022,23:19:30,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,20:12:2021,03:02:59,354,354.127072,0.365300,0.220600,0.150400,0.117700,0.339800,0.193900,0.122700,0.089200,0.025500,0.026700,0.027800,0.028500,1.291109,74.611543,75.128761,1.714921,0.015671,0.363719,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.067010,0.129400,0.268400,0.274510,1,1,30:06:2022,23:33:06,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,20:12:2021,03:42:37,354,354.154595,0.380600,0.227600,0.155300,0.121200,0.353400,0.199300,0.125900,0.090900,0.027200,0.028300,0.029400,0.030300,1.305324,68.112555,68.580388,1.398934,0.013756,0.378985,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.062880,0.118890,0.244910,0.251070,1,1,30:06:2022,23:19:36,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,20:12:2021,04:04:34,354,354.169838,0.368200,0.220900,0.151100,0.117600,0.341100,0.192600,0.121800,0.087500,0.027100,0.028200,0.029300,0.030100,1.297023,64.828864,65.262432,1.391339,0.005522,0.366470,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.061300,0.114850,0.235820,0.242010,1,1,30:06:2022,23:25:18,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,20:12:2021,05:00:36,354,354.208750,0.362600,0.215800,0.147500,0.114800,0.336800,0.188800,0.119500,0.086100,0.025900,0.027000,0.028000,0.028700,1.310562,57.789863,58.109426,2.134181,0.025454,0.361111,4,10,7,5,4,10,7,5,4,10,7,5,4,10,7,5,0.058690,0.108170,0.220660,0.226880,1,1,30:06:2022,23:31:01,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,20:12:2021,06:00:35,354,354.250405,0.406300,0.239400,0.164100,0.129500,0.364900,0.195600,0.117700,0.081100,0.041400,0.043800,0.046400,0.048400,1.322433,53.080057,53.232698,2.430996,0.111793,0.405051,3,10,8,4,3,10,8,4,3,10,8,4,4,10,8,4,0.057400,0.104840,0.212940,0.219120,1,1,30:06:2022,23:37:05,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,20:12:2021,09:00:32,354,354.375370,0.484900,0.283600,0.196400,0.156000,0.440700,0.237500,0.148500,0.106900,0.044200,0.046100,0.047900,0.049100,1.320563,61.233584,60.854992,2.782065,0.036594,0.483324,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.060010,0.111250,0.227070,0.232090,1,1,30:06:2022,23:43:24,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,20:12:2021,10:38:31,354,354.443414,0.618500,0.362900,0.252500,0.201900,0.545200,0.285800,0.171200,0.118000,0.073400,0.077100,0.081300,0.083900,1.309383,76.330597,75.806339,1.666407,0.003653,0.615775,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.068870,0.133250,0.275060,0.277490,1,1,30:06:2022,23:21:35,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,21:12:2021,03:03:35,355,355.127488,0.624400,0.371100,0.253000,0.198600,0.570400,0.315000,0.194900,0.138900,0.053900,0.056100,0.058100,0.059700,1.316066,74.599037,75.116110,1.189098,0.007877,0.622611,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.067000,0.129370,0.268330,0.274460,1,1,30:06:2022,23:40:19,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,21:12:2021,03:43:01,355,355.154873,0.632600,0.376400,0.256200,0.200800,0.570300,0.310000,0.186200,0.128600,0.062300,0.066400,0.070000,0.072200,1.316412,68.133284,68.601220,1.752590,0.018759,0.630952,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.062890,0.118910,0.244970,0.251130,1,1,30:06:2022,23:21:33,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,21:12:2021,04:04:57,355,355.170104,0.602600,0.357700,0.243500,0.191100,0.543000,0.294400,0.176900,0.122400,0.059700,0.063200,0.066600,0.068700,1.319966,64.851131,65.284855,2.130087,0.029192,0.601118,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.061310,0.114870,0.235880,0.242070,1,1,30:06:2022,23:28:01,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,21:12:2021,05:01:07,355,355.209109,0.721900,0.419200,0.283400,0.221000,0.658900,0.353000,0.213900,0.149500,0.063100,0.066200,0.069500,0.071600,1.363380,57.794328,58.113815,2.171898,0.056176,0.720114,4,10,7,5,4,10,7,5,4,10,7,5,4,10,7,5,0.058700,0.108170,0.220660,0.226890,1,1,30:06:2022,23:36:27,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,21:12:2021,07:01:07,355,355.292442,0.657800,0.384900,0.263900,0.208800,0.603600,0.328700,0.206100,0.149700,0.054200,0.056200,0.057900,0.059100,1.332983,52.082096,52.037660,3.807400,0.056021,0.656071,3,10,8,4,3,10,5,4,3,10,7,4,3,10,8,3,0.057180,0.104240,0.211460,0.217460,1,1,30:06:2022,23:39:21,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,21:12:2021,10:01:07,355,355.417442,0.671800,0.403400,0.281000,0.225200,0.587800,0.315300,0.189400,0.131200,0.084000,0.088100,0.091700,0.094000,1.271739,69.955418,69.475571,1.639429,0.017140,0.669003,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.064210,0.121700,0.249990,0.253800,1,1,30:06:2022,23:49:20,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,21:12:2021,10:13:14,355,355.425856,0.728200,0.434700,0.301800,0.240500,0.637000,0.339100,0.201500,0.136500,0.091200,0.095600,0.100400,0.103900,1.285294,71.933587,71.437993,2.134850,0.019178,0.725117,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.065470,0.124840,0.256820,0.260250,1,1,30:06:2022,23:52:02,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,21:12:2021,10:38:55,355,355.443692,0.798700,0.475100,0.329300,0.261900,0.704100,0.375600,0.225300,0.155300,0.094600,0.099500,0.104000,0.106700,1.293012,76.317203,75.793083,1.351496,0.005821,0.795652,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.068860,0.133230,0.275000,0.277430,1,1,30:06:2022,23:22:45,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,22:12:2021,03:43:33,356,356.155243,0.595100,0.368000,0.256400,0.203100,0.541700,0.312600,0.198900,0.143800,0.053300,0.055400,0.057600,0.059300,1.225534,68.127694,68.595590,2.635043,0.026339,0.593641,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.062890,0.118910,0.244950,0.251120,1,1,30:06:2022,23:40:27,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,22:12:2021,04:05:29,356,356.170475,0.621200,0.383000,0.265900,0.210000,0.571100,0.330800,0.212000,0.155100,0.050100,0.052200,0.053900,0.054900,1.234867,64.845864,65.279541,1.666711,0.015258,0.619437,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.061300,0.114860,0.235850,0.242060,1,1,30:06:2022,23:21:06,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,22:12:2021,05:01:38,356,356.209468,0.726700,0.439200,0.302400,0.236200,0.671100,0.381700,0.243000,0.175100,0.055700,0.057600,0.059400,0.061100,1.276907,57.791917,58.111375,2.574648,0.035943,0.724804,4,10,7,5,4,10,7,5,4,10,7,5,4,10,7,5,0.058690,0.108170,0.220660,0.226890,1,1,30:06:2022,23:28:09,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,22:12:2021,06:01:35,356,356.251100,0.944300,0.565900,0.387200,0.300800,0.863700,0.481000,0.297000,0.207200,0.080600,0.085000,0.090200,0.093700,1.298373,53.085950,53.238584,1.734565,0.017907,0.942152,3,10,8,4,3,10,8,4,3,10,8,4,4,10,8,4,0.057400,0.104840,0.212950,0.219130,1,1,30:06:2022,23:37:31,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,22:12:2021,07:01:36,356,356.292778,1.447500,0.846500,0.574700,0.446500,1.323300,0.715800,0.435500,0.301300,0.124200,0.130700,0.139200,0.145100,1.346806,52.080789,52.036414,2.345004,0.035315,1.443081,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.057180,0.104240,0.211460,0.217460,1,1,30:06:2022,23:46:18,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,22:12:2021,09:01:32,356,356.376065,0.655300,0.398300,0.277200,0.220700,0.589200,0.329800,0.206600,0.148100,0.066100,0.068400,0.070700,0.072500,1.253940,61.237972,60.859421,3.657069,0.061265,0.653123,3,10,8,5,3,10,8,5,3,10,8,5,3,10,6,5,0.060010,0.111260,0.227070,0.232100,1,1,30:06:2022,23:48:51,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,22:12:2021,10:39:20,356,356.443981,0.673200,0.412700,0.292600,0.236200,0.583100,0.317900,0.193700,0.134700,0.090000,0.094800,0.098900,0.101500,1.216187,76.301601,75.777559,1.928552,0.010999,0.669681,4,10,7,6,4,10,7,6,4,9,7,6,4,10,7,6,0.068850,0.133190,0.274930,0.277360,1,1,30:06:2022,23:53:47,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,23:12:2021,03:04:39,357,357.128229,1.184000,0.734000,0.511900,0.406400,1.070900,0.616000,0.389600,0.281200,0.113100,0.118000,0.122300,0.125200,1.220359,74.581841,75.098901,5.912813,0.100174,1.176949,4,10,7,6,3,6,6,3,4,8,7,4,4,10,7,4,0.066980,0.129320,0.268230,0.274390,1,1,30:06:2022,23:31:13,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,23:12:2021,03:44:06,357,357.155625,1.170100,0.724200,0.504200,0.399000,1.067100,0.616800,0.393000,0.285500,0.103000,0.107400,0.111200,0.113500,1.225161,68.113808,68.581688,1.688506,0.015934,1.165298,4,10,7,6,4,10,7,6,4,10,6,6,4,10,7,6,0.062880,0.118890,0.244910,0.251080,1,1,30:06:2022,23:40:07,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,23:12:2021,04:06:03,357,357.170868,1.071100,0.663100,0.462200,0.366000,0.959900,0.545300,0.338700,0.239300,0.111200,0.117900,0.123500,0.126800,1.223221,64.829748,65.263370,1.475905,0.017394,1.066583,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.061300,0.114840,0.235820,0.242020,1,1,30:06:2022,23:47:37,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,23:12:2021,05:02:06,357,357.209792,1.176000,0.726600,0.504900,0.399100,1.063500,0.607500,0.379800,0.270600,0.112500,0.119100,0.125100,0.128500,1.230374,57.787835,58.107427,1.247333,0.019916,1.171397,4,10,7,5,4,10,7,5,4,10,7,5,4,10,7,5,0.058690,0.108170,0.220650,0.226880,1,1,30:06:2022,23:21:51,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,23:12:2021,07:02:03,357,357.293090,1.373300,0.863000,0.606300,0.484700,1.224400,0.707600,0.445500,0.320600,0.149000,0.155400,0.160900,0.164200,1.189491,52.071104,52.026896,7.726646,0.273873,1.367756,3,10,8,4,2,9,8,3,3,10,8,4,3,7,7,4,0.057180,0.104230,0.211440,0.217450,1,1,30:06:2022,23:25:07,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,24:12:2021,03:44:32,358,358.155926,0.839600,0.519000,0.369600,0.300000,0.738700,0.414400,0.261300,0.188800,0.100900,0.104700,0.108300,0.111300,1.197399,68.112238,68.580316,2.373002,0.021575,0.836241,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.062880,0.118890,0.244910,0.251070,1,1,30:06:2022,23:36:29,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,24:12:2021,04:06:36,358,358.171250,0.897500,0.553800,0.393700,0.317500,0.794500,0.446300,0.282200,0.203300,0.103000,0.107500,0.111500,0.114200,1.202467,64.809885,65.243526,1.374520,0.014644,0.893479,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.061290,0.114820,0.235770,0.241970,1,1,30:06:2022,23:21:05,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,24:12:2021,06:02:35,358,358.251794,1.620700,0.981400,0.678900,0.533500,1.493400,0.848900,0.541100,0.391600,0.127300,0.132500,0.137800,0.142000,1.267727,53.061248,53.213976,1.746803,0.019464,1.615401,3,10,8,4,3,10,8,4,3,10,8,4,4,10,8,4,0.057400,0.104830,0.212920,0.219090,1,1,30:06:2022,23:29:40,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,24:12:2021,07:02:35,358,358.293461,1.454800,0.888500,0.618900,0.489800,1.325700,0.753900,0.480000,0.348000,0.129100,0.134600,0.138900,0.141800,1.245295,52.054968,52.010641,1.354572,0.018576,1.449243,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.057180,0.104220,0.211420,0.217430,1,1,30:06:2022,23:40:21,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,24:12:2021,08:02:36,358,358.335139,1.473100,0.896100,0.623700,0.493100,1.333900,0.751300,0.474100,0.340000,0.139200,0.144900,0.149700,0.153100,1.252557,54.963156,54.731099,1.710182,0.024927,1.467459,4,10,8,4,4,10,8,4,4,10,8,4,4,10,8,4,0.057950,0.106130,0.215660,0.221320,1,1,30:06:2022,23:49:40,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,25:12:2021,05:02:59,359,359.210405,1.236400,0.781100,0.541900,0.423200,1.155900,0.697100,0.454500,0.333500,0.080500,0.084100,0.087400,0.089700,1.197740,57.763910,58.084019,1.514475,0.022529,1.232754,4,10,7,5,4,10,7,5,4,10,7,5,4,10,7,5,0.058690,0.108150,0.220610,0.226840,1,1,30:06:2022,23:42:28,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,25:12:2021,06:03:02,359,359.252106,1.345800,0.867100,0.602600,0.469000,1.265000,0.783000,0.515200,0.379100,0.080800,0.084100,0.087500,0.089800,1.164758,53.039829,53.192793,1.287042,0.016633,1.342207,3,10,8,4,3,10,8,4,3,10,8,4,4,10,8,4,0.057390,0.104810,0.212880,0.219060,1,1,30:06:2022,23:50:15,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,27:12:2021,04:04:00,361,361.169444,0.900800,0.538000,0.359900,0.275500,0.856300,0.491500,0.310700,0.224100,0.044500,0.046500,0.049200,0.051500,1.333315,65.328941,65.769978,1.683434,0.013751,0.899443,3,10,8,5,3,10,8,5,3,10,7,6,3,10,7,6,0.061000,0.115540,0.235110,0.241600,1,1,30:06:2022,23:36:00,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,29:12:2021,04:04:57,363,363.170104,1.329400,0.818900,0.557200,0.429700,1.281800,0.769600,0.506500,0.377700,0.047600,0.049300,0.050700,0.052000,1.262714,65.254642,65.696368,1.720937,0.017632,1.325647,3,10,8,5,3,10,8,5,3,10,8,5,3,10,7,6,0.060960,0.115460,0.234930,0.241410,1,1,30:06:2022,23:32:30,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,01:01:2022,03:08:59,1,1.131238,1.091200,0.663000,0.442700,0.336200,1.057200,0.627800,0.406600,0.299300,0.034000,0.035200,0.036100,0.036800,1.308931,74.317367,74.836981,1.621805,0.010889,1.087970,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.067230,0.127650,0.268980,0.276590,1,1,30:06:2022,23:35:57,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,01:01:2022,04:10:50,1,1.174190,1.049600,0.637700,0.426100,0.323900,1.007800,0.594100,0.380200,0.276200,0.041800,0.043600,0.045900,0.047700,1.308085,64.445217,64.880872,1.296796,0.009830,1.047000,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.061440,0.113320,0.236300,0.243690,1,1,30:06:2022,23:21:30,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,03:01:2022,04:13:48,3,3.176250,0.683800,0.411300,0.273800,0.207800,0.651400,0.377800,0.238700,0.170900,0.032500,0.033500,0.035100,0.036800,1.328680,64.013054,64.446364,1.369564,0.007361,0.682234,3,10,8,5,3,10,8,5,3,10,8,5,3,10,7,5,0.061260,0.112860,0.235230,0.242610,1,1,30:06:2022,23:38:27,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,21:01:2022,09:14:38,21,21.385162,1.240400,0.826400,0.614400,0.499200,1.180500,0.764300,0.551200,0.433900,0.059900,0.062100,0.063200,0.065300,1.023823,58.354308,57.953640,2.053547,0.015627,1.237587,4,10,7,5,4,10,7,5,4,10,4,5,4,7,5,4,0.057910,0.108500,0.222250,0.228310,1,1,30:06:2022,23:35:03,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,24:01:2022,11:07:03,24,24.463229,0.961100,0.558700,0.372700,0.285900,0.925800,0.522300,0.335300,0.247500,0.035300,0.036400,0.037500,0.038500,1.379243,76.237177,75.677406,4.705410,0.100863,0.956250,4,10,7,6,4,10,7,6,4,10,6,4,4,10,6,3,0.068070,0.133420,0.276110,0.279420,1,1,30:06:2022,23:40:50,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,27:01:2022,04:16:07,27,27.177859,0.686600,0.396900,0.272400,0.215600,0.630500,0.337700,0.209900,0.150900,0.056000,0.059200,0.062500,0.064800,1.350649,61.573553,62.043617,1.426643,0.018651,0.685094,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.058200,0.111060,0.228200,0.234890,1,1,30:06:2022,23:37:08,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,29:01:2022,03:03:43,29,29.127581,0.366800,0.214500,0.152300,0.124300,0.318500,0.162300,0.096900,0.067100,0.048300,0.052100,0.055400,0.057200,1.287981,73.791841,74.353099,0.986827,0.011134,0.365915,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.064940,0.127940,0.265400,0.272040,1,1,30:06:2022,23:28:25,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,29:01:2022,03:38:30,29,29.151736,0.366000,0.209700,0.146900,0.118900,0.324000,0.164500,0.098900,0.069400,0.042000,0.045300,0.048000,0.049500,1.337617,67.496502,68.022384,1.248282,0.011214,0.365046,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.060920,0.117880,0.243280,0.249950,1,1,30:06:2022,23:33:25,1170,28.545000,77.192600,15.000000,lev20,Almucantar
